id,nombre,edad,direcciones,semestre,promedio,materias,numInscripcion
1,Gabriel Ana Reza Romero,21,Av. Aguascalientes Sur N° 402,septimo semestre,8.294501,Lenguajes Formales y Automatas , Sistema de Comunicaciones , Calculo y Geometria Analitica , Ingenieria de Software , Sistemas Distribuciones,87764.13
234,Jacqueline Felipe Díaz Nava,22,Calle 19 N° 1393 Manzana 92 Lotes 1 Al 5 Mirasierra,noveno semestre,9.752121,Señales y Sistemas , Organizacion y Arquitectura de Computadoras , Sistema de Comunicaciones , Inteligencia Artificial , Estructuras Discretas,417780.97
235,Karla Leonardo Peralta Ibáñez,18,Vicente Guerrero N° 444 Y 452 Vicente Guerrero,primer semestre,5.0489,Seguridad informatica , Circuitos Electricos , Cultura y Comunicacion , Algebra , Señales y Sistemas,10451.456
236,Jose Eduardo Castillejos Flores,20,Boulevard Museo Del Desierto Manzana 11 Lote 37 Portal Del Pedregal,quinto semestre,8.061819,Calculo y Geometria Analitica , Seguridad informatica , Microcomputadoras , Estructura y Programacion de Computadoras , Algebra Lineal,28688.682
237,Fernanda Delgado Reyes,21,Calz. Emilio Carranza No 1094,septimo semestre,6.435798,Fundamentos de Fisica , Organizacion y Arquitectura de Computadoras , Compiladores , Calculo Integral , Robots Movilies,13042.335
238,Mateo Valeria Carmona Vargas,22,Presidente Cardenas 837 Colonia Zona Centro,noveno semestre,9.603544,Calculo Integral , Analisis Numerico , Sistemas Distribuciones , Cultura y Comunicacion , Fundamentos de Estadistica,24822.045
239,Fernanda Maldonado Fuentes,20,Boulevard Centenario De Torreon Manzana 13 Lotes 9 Al 15. Camino Real,quinto semestre,5.6478357,Optativa de Ciencias Sociales y Humanidades , Calculo Integral , Quimica , Computo Movil , Mecanica,23699.77
240,Cristina Córdova López,22,Pedro Ampudia N° 1265 Chamizal,noveno semestre,5.078194,Organizacion y Arquitectura de Computadoras , Lenguajes Formales y Automatas , Matematicas Avanzadas , Cultura y Comunicacion , Fundamentos de Fisica,18460.354
241,Jorge Renata García Fuentes,21,Boulevard Isidro López Zertuche Nº 6082 Fracc. Brisas,septimo semestre,9.832615,Introduccion a la Economia , Computo Movil , Señales y Sistemas , Fundamentos de Estadistica , Administracion de Proyectos de Software,94288.766
242,Jose De los Santos Romero,19,Blvd. Jesús Valdéz Sánchez N° 4920 Bonanza,tercer semestre,9.13611,Fundamentos de Programacion , Sistema de Comunicaciones , Optativa de Ciencias Sociales y Humanidades , Computacion Grafica e Interaccion Humano-Computadora , Compiladores,64980.496
243,Valeria Rueda Flores,22,Boulevard. Franciso I Madero Manzan 1 Lotes 25 26 27 Y 28 Ente Las Calles Francisco Villa Y Boulevard Eulalio Gutierrez 23 De Noviembre,noveno semestre,8.222076,Estructura y Programacion de Computadoras , Fundamentos de Sistemas Embebidos , Computo Movil , Fundamentos de Programacion , Circuitos Electricos,18221.195
244,Andrés Santiago Rueda Delgado,20,Boulevard Santa Elena Manzana 92 Lote R 3,quinto semestre,5.651689,Sistemas Operativos , Sistemas Operativos , Seguridad informatica , Redes de Datos Seguras , Calculo Vectorial,4989.9937
245,Gloria Carlos Martínez Ibáñez,18,Av. Las Teresitas Lote A Manzana 2 Nuevo Teresitas,primer semestre,5.836732,Seguridad informatica , Calculo Vectorial , Ecuacion Diferenciales , Analisis Numerico , Etica Profesional,128430.914
246,Felipe Gloria Guadarrama Maldonado,22,Francisco Urdiñola N° 712 Saltillo Centro,noveno semestre,8.903071,Optativa de Ciencias Sociales y Humanidades , Circuitos Electricos , Programacion Orientada a Objetos , Electricidad y Magnetismo , Compiladores,1047.0411
247,Karla Camila López Juárez,22,Carretera Zacatecas No. 5575,noveno semestre,7.7302184,Introduccion a la Economia , Optativa de Campo de Profundizacion , Base de Datos , Algebra Lineal , Estructuras Discretas,17291.69
248,Héctor Camila Mimbrera Reza,18,Blvd. Guerrero Núm. 1928 ,primer semestre,9.606339,Microcomputadoras , Algebra Lineal , Probabilidad , Seguridad informatica , Ecuacion Diferenciales,63723.12
249,Hugo Nava De los Santos,22,Zaragoza No. 273,noveno semestre,6.6713543,Seguridad informatica , Probabilidad , Calculo Vectorial , Sistemas Distribuciones , Quimica,2621.4656
250,Victoria Juan Arenas Peralta,18,Ave. Hidalgo No 207 Oriente,primer semestre,7.1413603,Computo Movil , Calculo Vectorial , Probabilidad , Finanza en la Ingenieria en Computacion , Algebra Lineal,58100.926
251,Clara López Esquivel,20,Periferico Luis Echeverría Álvarez No. 2545,quinto semestre,9.157956,Programacion Orientada a Objetos , Redes de Datos Seguras , Calculo Vectorial , Fundamentos de Fisica , Compiladores,6121.6196
252,Sofia Mimbrera Flores,19,Calzada Cuahutémoc 1740 Nte Lt. 1-4 Mz 15 Colonia Centro,tercer semestre,7.1628385,Algebra , Introduccion a la Economia , Computacion Grafica e Interaccion Humano-Computadora , Algebra Lineal , Algebra Lineal,30334.477
253,Matias Mateo Pardo Juárez,22,Av. Madero No. 227,noveno semestre,9.622498,Fundamentos de Estadistica , Computacion Grafica e Interaccion Humano-Computadora , Matematicas Avanzadas , Estructura y Programacion de Computadoras , Calculo Integral,23848.871
254,Renata Renata Vargas Pérez,18,Blvd. Pape No. 107,primer semestre,7.1153507,Algebra , Señales y Sistemas , Optativa de Campo de Profundizacion , Algebra , Cultura y Comunicacion,3737.0818
255,Iván Emiliano Peñaloza Fernández,19,Boulevard Nazario Ortiz Garza No. 2345,tercer semestre,5.624249,Diseño Digital VLSI , Administracion de Redes , Seguridad informatica , Microcomputadoras , Calculo y Geometria Analitica,32742.197
256,Matias Gil Sosa,20,Paseo De La Reforma No. 1690,quinto semestre,5.9650736,Base de Datos , Algebra , Microcomputadoras , Calculo Integral , Optativa de Ciencias Sociales y Humanidades,5940.3486
257,Iván Flores Enciso,21,Nazario Ortiz Garza #841,septimo semestre,7.7258754,Sistema de Comunicaciones , Computacion Grafica e Interaccion Humano-Computadora , Estructura de Datos y Aalgoritmos II , Algebra , Computacion Grafica Avanzada,7671.9463
258,Gloria Leonardo Rueda Flores,20,Perif. Lic. Luis Echeverría A. N°1605 Int. 2 4 6 Y Fracc. A Polígono 1,quinto semestre,8.723621,Base de Datos , Administracion de Proyectos de Software , Redes de Datos Seguras , Robots Movilies , Mecanica,12919.826
259,Angel Renata Arenas Flores,20,Boulevard Diagonal Reforma No. 2220,quinto semestre,6.6245184,Recursos y Necesidades de Mexico , Administracion de Proyectos de Software , Compiladores , Redaccion y Exposicion de Temas de Ingenieria , Redaccion y Exposicion de Temas de Ingenieria,79746.68
260,Andrés Cecilia Pardo Córdova,21,Blvd. Independencia Ote. #3443,septimo semestre,6.0708313,Diseño Digital VLSI , Dispositivos Electronicos , Señales y Sistemas , Administracion de Redes , Estructuras Discretas,17134.018
261,Guadalupe Lemus Sosa,21,Blvd. Rodriguez Triana Y Prol. Diagonal Las Fuentes,septimo semestre,6.948235,Lenguajes Formales y Automatas , Diseño Digital VLSI , Matematicas Avanzadas , Fundamentos de Sistemas Embebidos , Sistemas Operativos,13001.895
262,Valeria Córdova Reza,22,Blvd. Diagonal Reforma #3001,noveno semestre,9.583568,Optativa de Campo de Profundizacion , Sistemas Distribuciones , Calculo y Geometria Analitica , Calculo Integral , Matematicas Avanzadas,25729.027
263,Gerardo León Marín,19,Carretera Federal Armeria Manzanillo Lote 2,tercer semestre,6.9382067,Introduccion a la Economia , Redes de Datos Seguras , Fundamentos de Estadistica , Fundamentos de Estadistica , Ecuacion Diferenciales,19322.37
264,Laura David León Galindo,22,Av. Tecnologico 125,noveno semestre,8.746519,Estructura y Programacion de Computadoras , Probabilidad , Electricidad y Magnetismo , Diseña Digital Moderno , Fundamentos de Fisica,67104.96
265,Sofia Valeria Sosa Millán,18,General Silverio Nuñoz N° 439 Colima Centro,primer semestre,6.01548,Fundamentos de Sistemas Embebidos , Cultura y Comunicacion , Computo Movil , Recursos y Necesidades de Mexico , Algebra,8935.116
266,Eduardo Valeria León González,20,Av. Niños Heroes N° 1545 El Pedregal,quinto semestre,7.0586967,Administracion de Redes , Fundamentos de Programacion , Robots Movilies , Redes de Datos Seguras , Seguridad informatica,19427.588
267,Renata Carlos Enciso Juárez,22,Pedro A Galvan Norte No. 120,noveno semestre,7.9780498,Compiladores , Matematicas Avanzadas , Diseña Digital Moderno , Circuitos Electricos , Inteligencia Artificial,31015.928
268,Ignacio Guadarrama Martínez,21,Av. Felipe Sevilla Del Río 49,septimo semestre,6.1557503,Mecanica , Recursos y Necesidades de Mexico , Quimica , Redes de Datos Seguras , Estructura de Datos y Aalgoritmos II,31504.91
269,Emiliano Corona Hernández,21,Av. El Yaqui N° 305 El Yaqui,septimo semestre,6.289928,Calculo Integral , Computacion Grafica Avanzada , Fundamentos de Fisica , Sistemas Operativos , Diseña Digital Moderno,4091.5686
270,Ximena De los Santos Sosa,18,Manclovio Herrera No. 120,primer semestre,8.943457,Algebra Lineal , Matematicas Avanzadas , Estructura y Programacion de Computadoras , Diseño Digital VLSI , Fundamentos de Sistemas Embebidos,31551.975
271,Araceli Eduardo Corona Arenas,22,Av. Felipe Sevilla Del Rio 49 Colonia Vista Hermosa,noveno semestre,9.608406,Administracion de Proyectos de Software , Dispositivos Electronicos , Sistemas Distribuciones , Microcomputadoras , Recursos y Necesidades de Mexico,25125.365
272,Diego Enciso Enciso,20,Constitucion S/N.,quinto semestre,5.2816277,Dispositivos Electronicos , Redaccion y Exposicion de Temas de Ingenieria , Computacion Grafica Avanzada , Optativa de Campo de Profundizacion , Algebra Lineal,16803.52
273,Cristina Jose Marín Galindo,22,Av. Manzanillo Lote 31 Manzana 495 Jardines De Salagua,noveno semestre,5.3490458,Programacion Orientada a Objetos , Computacion Grafica e Interaccion Humano-Computadora , Administracion de Proyectos de Software , Programacion Orientada a Objetos , Fundamentos de Sistemas Embebidos,26479.738
274,Jacqueline Maldonado Hernández,20,Avenida Caracoles De La Luna S/N Miramar,quinto semestre,6.77044,Fundamentos de Programacion , Calculo Integral , Matematicas Avanzadas , Microcomputadoras , Cultura y Comunicacion,14737.867
275,Mateo Peralta Millán,19,Elias Zamora Verduzco Fr-6,tercer semestre,6.709985,Administracion de Redes , Redaccion y Exposicion de Temas de Ingenieria , Organizacion y Arquitectura de Computadoras , Fundamentos de Sistemas Embebidos , Compiladores,32584.086
276,Cecilia Jasso Ibáñez,19,Blvd. Miguel De La Madrid No. 17,tercer semestre,5.6725774,Redaccion y Exposicion de Temas de Ingenieria , Redaccion y Exposicion de Temas de Ingenieria , Redaccion y Exposicion de Temas de Ingenieria , Seguridad informatica , Base de Datos,21268.154
277,Valentina Esquivel Flores,20,Blvd. Miguel De La Madrid # 1518,quinto semestre,9.168003,Organizacion y Arquitectura de Computadoras , Fundamentos de Fisica , Compiladores , Redaccion y Exposicion de Temas de Ingenieria , Fundamentos de Sistemas Embebidos,41688.887
278,Felipe Valentina Campos Lemus,21,Elias Zamora Verduzco No. 3236,septimo semestre,6.954811,Introduccion a la Economia , Algebra Lineal , Optativa de Ciencias Sociales y Humanidades , Etica Profesional , Recursos y Necesidades de Mexico,28871.469
279,Ximena Felipe Toledo Marín,19,Avenida Antonio Leaño Alvarez Del Castillo N° 450 Tecoman Centro,tercer semestre,6.018311,Recursos y Necesidades de Mexico , Inteligencia Artificial , Señales y Sistemas , Programacion Orientada a Objetos , Redes de Datos Seguras,16590.793
280,Sebastian De los Santos Juárez,18,Av. 18 De Julio Lote 330 Manzana 20 Cocoteros,primer semestre,6.851575,Fundamentos de Fisica , Optativa de Campo de Profundizacion , Algebra Lineal , Programacion Orientada a Objetos , Sistemas Operativos,33358.207
281,Miguel Hugo Ferreira Vargas,21,Valle Querido No. 94 Morelos Y Cuauhtemoc Real Del Valle,septimo semestre,9.0583935,Optativa de Ciencias Sociales y Humanidades , Calculo Integral , Robots Movilies , Calculo Integral , Programacion Orientada a Objetos,23474.875
282,Esteban Reyes Peralta,21,Av. Insurgentes No. 823 Tecoman Colima,septimo semestre,6.240786,Inteligencia Artificial , Calculo y Geometria Analitica , Algebra , Señales y Sistemas , Fundamentos de Estadistica,21846.05
283,Cecilia Ángela Ferreira Carmona,20,Av. Benito Juarez . 345,quinto semestre,5.013285,Matematicas Avanzadas , Sistemas Distribuciones , Base de Datos , Base de Datos , Base de Datos,34059.48
284,Valeria Gael Flores Córdova,18,Av. Manuel J. Clohutier # 91,primer semestre,7.4786034,Programacion Orientada a Objetos , Fundamentos de Sistemas Embebidos , Redes de Datos Seguras , Analisis Numerico , Dispositivos Electronicos,8908.449
285,Felipe Gerardo Valdez Díaz,21,Avenida Niños Héroes N° 999 El Centenario,septimo semestre,5.765465,Administracion de Proyectos de Software , Computo Movil , Probabilidad , Sistemas Operativos , Sistemas Operativos,20432.148
286,Leonardo Arenas Díaz,19,Av. Pablo Silva García N° 442 Los Triángulos,tercer semestre,9.165031,Inteligencia Artificial , Quimica , Fundamentos de Fisica , Seguridad informatica , Quimica,84018.76
287,Emiliano Fernanda Flores Rueda,18,Almolonia N° 969 Villas De Bugambilias,primer semestre,5.8871694,Base de Datos , Lenguajes Formales y Automatas , Diseña Digital Moderno , Calculo y Geometria Analitica , Optativa de Ciencias Sociales y Humanidades,6369.3
288,Clara Córdova Rojas,22,Av. Prolongación Paseo De La Reforma No. 400,noveno semestre,9.606191,Finanza en la Ingenieria en Computacion , Estructuras Discretas , Fundamentos de Fisica , Computo Movil , Analisis Numerico,1041.9027
289,Jose López Ferreira,21,Miguel A. De Quevedo No. 175,septimo semestre,9.376192,Analisis Numerico , Optativa de Campo de Profundizacion , Lenguajes Formales y Automatas , Estructuras Discretas , Redaccion y Exposicion de Temas de Ingenieria,25037.004
290,Cecilia Ferreira Pardo,18,Blvd. Adolfo Lopez Mateos No. 1701,primer semestre,6.501805,Estructuras Discretas , Circuitos Electricos , Compiladores , Organizacion y Arquitectura de Computadoras , Cultura y Comunicacion,41758.87
291,Araceli Emiliano García Juárez,22,Las Aguilas No. 820,noveno semestre,8.868345,Organizacion y Arquitectura de Computadoras , Programacion Orientada a Objetos , Calculo y Geometria Analitica , Redes de Datos Seguras , Seguridad informatica,19407.666
292,Miguel Guadalupe Flores Pardo,20,Sn Jeronimo 630 Colonia Jardines Del Pedregal,quinto semestre,7.617871,Sistemas Distribuciones , Circuitos Electricos , Dispositivos Electronicos , Organizacion y Arquitectura de Computadoras , Dispositivos Electronicos,45391.04
293,Victoria Gerardo Gil Sosa,19,Av. Prolongación Paseo De La Reforma No. 400,tercer semestre,9.940561,Programacion Orientada a Objetos , Fundamentos de Sistemas Embebidos , Cultura y Comunicacion , Robots Movilies , Administracion de Proyectos de Software,66178.52
294,Antonio Vargas Valdez,21,Av. San Jerónimo # 630,septimo semestre,9.9046955,Electricidad y Magnetismo , Computacion Grafica Avanzada , Fundamentos de Sistemas Embebidos , Calculo Vectorial , Sistemas Distribuciones,84456.836
295,Ximena Renata López Peñaloza,22,Calle 22 N° 107. Olivar Del Conde,noveno semestre,5.4281926,Organizacion y Arquitectura de Computadoras , Redes de Datos Seguras , Señales y Sistemas , Circuitos Electricos , Dispositivos Electronicos,13594.367
296,Camila Campos Rodríguez,20,Calle 10 N° 132 San Pedro De Los Pinos,quinto semestre,7.6894116,Probabilidad , Robots Movilies , Calculo Integral , Estructura de Datos y Aalgoritmos II , Microcomputadoras,121573.34
297,Araceli Lemus Jasso,22,Av. Santa Lucia S/N Piloto Adolfo Lopez Mateos,noveno semestre,9.95838,Sistemas Operativos , Redaccion y Exposicion de Temas de Ingenieria , Programacion Orientada a Objetos , Probabilidad , Dispositivos Electronicos,4378.199
298,Renata Angel Ibáñez Fernández,20,Av. Vasco De Quiroga N° 1504 La Mexicana,quinto semestre,9.209797,Seguridad informatica , Administracion de Proyectos de Software , Fundamentos de Estadistica , Diseño Digital VLSI , Calculo Integral,5403.892
299,Fernanda Enciso López,20,Calzada De Las Aguilas N° 1258 Puente Colorado,quinto semestre,8.14843,Organizacion y Arquitectura de Computadoras , Administracion de Proyectos de Software , Fundamentos de Estadistica , Computacion Grafica e Interaccion Humano-Computadora , Robots Movilies,2389.5134
300,Regina De los Santos Díaz,21,Av. Vasco De Quiroga N° 1742 El Piru 2A Ampliación,septimo semestre,9.862648,Señales y Sistemas , Robots Movilies , Redaccion y Exposicion de Temas de Ingenieria , Sistema de Comunicaciones , Fundamentos de Fisica,22021.475
301,Héctor Arenas Mimbrera,20,Av. Central N° 129 Pro-Hogar,quinto semestre,6.133978,Electricidad y Magnetismo , Redes de Datos Seguras , Optativa de Ciencias Sociales y Humanidades , Computo Movil , Señales y Sistemas,223111.11
302,Gabriel Román Jasso,18,Ahuacatitla N° 11 Azcapotzalco,primer semestre,5.115168,Estructuras Discretas , Probabilidad , Mecanica , Algebra Lineal , Fundamentos de Fisica,52645.17
303,Karla Ferreira Lara,18,Av. El Rosario No. 1025,primer semestre,5.276256,Dispositivos Electronicos , Sistemas Operativos , Diseña Digital Moderno , Probabilidad , Estructuras Discretas,49273.633
304,Camila Héctor Peralta Peralta,21,Calzada Las Armas N° 61 Ampliacion San Pedro Xalpa,septimo semestre,6.0717745,Estructura y Programacion de Computadoras , Sistemas Operativos , Finanza en la Ingenieria en Computacion , Mecanica , Computacion Grafica e Interaccion Humano-Computadora,211535.48
305,Renata Valentina Ferreira Peñaloza,20,Av. Tezozomoc N° 220 Pueblo San Bartolo Cahualtongo,quinto semestre,9.051133,Computacion Grafica Avanzada , Inteligencia Artificial , Matematicas Avanzadas , Quimica , Matematicas Avanzadas,76871.516
306,Daniel Juan Córdova Díaz,21,Ahuhuetes N° 15 Pasteros,septimo semestre,6.201413,Compiladores , Ingenieria de Software , Analisis Numerico , Optativa de Campo de Profundizacion , Base de Datos,1977.3014
307,Gabriel Reyes Flores,20,Trebol N° 53 San Marcos,quinto semestre,9.244646,Probabilidad , Algebra Lineal , Redes de Datos Seguras , Cultura y Comunicacion , Ecuacion Diferenciales,122908.59
308,Valeria Gerardo Campos Córdova,21,Vallejo N° 294 San Francisco Xocotitla,septimo semestre,8.711931,Calculo y Geometria Analitica , Probabilidad , Sistemas Operativos , Introduccion a la Economia , Ingenieria de Software,15571.493
309,David Campos Delgado,18,Av. Cuitláhuac No. 3651,primer semestre,5.6705675,Finanza en la Ingenieria en Computacion , Programacion Orientada a Objetos , Sistemas Operativos , Señales y Sistemas , Finanza en la Ingenieria en Computacion,145400.08
310,Iván Ferreira Galindo,20,Av El Rosario 1025 Colonia Tierra Nueva,quinto semestre,5.508237,Calculo Vectorial , Estructura de Datos y Aalgoritmos I , Mecanica , Optativa de Campo de Profundizacion , Inteligencia Artificial,12057.54
311,Emiliano Maria Reyes Flores,22,Calzada De Las Armas Norte N° 577 Providencia,noveno semestre,9.685134,Sistema de Comunicaciones , Redaccion y Exposicion de Temas de Ingenieria , Sistemas Distribuciones , Diseño Digital VLSI , Inteligencia Artificial,14869.1875
312,Carlos Romero Rojas,22,San Pablo N° 79 Las Animas,noveno semestre,5.5899334,Estructura y Programacion de Computadoras , Estructura de Datos y Aalgoritmos II , Cultura y Comunicacion , Diseña Digital Moderno , Sistemas Operativos,3614.414
313,Regina Clara Corona Rojas,19,Av. Las Granjas N° 215-A Jardin Azpetia,tercer semestre,5.8023577,Calculo Integral , Estructura de Datos y Aalgoritmos I , Ingenieria de Software , Fundamentos de Fisica , Fundamentos de Programacion,43205.555
314,Regina Jacqueline Gil Galindo,20,Federico Gamboa N° 105 San Juan Tihuaca,quinto semestre,8.131807,Circuitos Electricos , Administracion de Redes , Sistemas Operativos , Lenguajes Formales y Automatas , Fundamentos de Programacion,7357.7505
315,Victoria Peralta Esquivel,21,Av. Jardin N° 396 Del Gas,septimo semestre,7.7104397,Probabilidad , Microcomputadoras , Calculo Vectorial , Circuitos Electricos , Matematicas Avanzadas,18649.658
316,Eduardo Arenas Rojas,22,Av. Nextengo No. 78,noveno semestre,8.346984,Inteligencia Artificial , Etica Profesional , Cultura y Comunicacion , Probabilidad , Quimica,18052.906
317,Elena Pardo González,18,Nextengo 78 Colonia Santa Cruz Acayucan,primer semestre,9.955606,Optativa de Ciencias Sociales y Humanidades , Diseño Digital VLSI , Diseña Digital Moderno , Optativa de Ciencias Sociales y Humanidades , Calculo Vectorial,42441.234
318,Gabriel Daniel Rojas Flores,18,Av . El Rosario 1025,primer semestre,7.557781,Administracion de Redes , Microcomputadoras , Diseño Digital VLSI , Compiladores , Programacion Orientada a Objetos,3880.9543
319,Ángela Millán Marín,21,Av. Paseo De Las Jacarandas 375,septimo semestre,9.494267,Dispositivos Electronicos , Diseño Digital VLSI , Optativa de Ciencias Sociales y Humanidades , Mecanica , Ecuacion Diferenciales,19388.008
320,Hugo Pérez Millán,19,Calzada Tlalpan No. 1037,tercer semestre,7.6932144,Fundamentos de Estadistica , Dispositivos Electronicos , Sistemas Distribuciones , Introduccion a la Economia , Circuitos Electricos,50938.004
321,Sofia Jasso Flores,20,Av. San Francisco No. 1621,quinto semestre,7.217712,Dispositivos Electronicos , Computacion Grafica Avanzada , Circuitos Electricos , Administracion de Proyectos de Software , Dispositivos Electronicos,35581.99
322,Araceli Regina Reza Marín,22,Av. Universidad No. 936-A,noveno semestre,9.694822,Etica Profesional , Quimica , Inteligencia Artificial , Computacion Grafica e Interaccion Humano-Computadora , Analisis Numerico,32214.135
323,Maria Pardo Rojas,19,Holbein 230 Colonia Noche Buena,tercer semestre,8.425633,Cultura y Comunicacion , Estructura y Programacion de Computadoras , Sistemas Operativos , Calculo y Geometria Analitica , Sistema de Comunicaciones,73836.81
324,Valeria Vargas Romero,21,Parroquia 1031 Colonia Santa Cruz Atoyac,septimo semestre,5.0439014,Matematicas Avanzadas , Fundamentos de Programacion , Quimica , Ecuacion Diferenciales , Analisis Numerico,25125.041
325,Iván Cecilia Mimbrera Hernández,22,Blvd. De La Luz # 3910,noveno semestre,8.065586,Señales y Sistemas , Ecuacion Diferenciales , Compiladores , Redes de Datos Seguras , Sistemas Operativos,217410.77
326,Araceli López Fernández,18,Municipo Libre #450,primer semestre,9.823472,Estructura de Datos y Aalgoritmos II , Compiladores , Finanza en la Ingenieria en Computacion , Redaccion y Exposicion de Temas de Ingenieria , Estructura y Programacion de Computadoras,54476.137
327,Alejandra Miguel López Román,19,Av. Santa Cruz N° 77 Portales,tercer semestre,6.3650603,Mecanica , Calculo y Geometria Analitica , Robots Movilies , Estructura de Datos y Aalgoritmos I , Etica Profesional,17922.29
328,Leonardo Rueda Delgado,18,Xola N° 126 Alamos,primer semestre,6.3971953,Ingenieria de Software , Organizacion y Arquitectura de Computadoras , Dispositivos Electronicos , Diseña Digital Moderno , Electricidad y Magnetismo,11645.447
329,Renata Reza López,18,Xola N° 714 Del Valle,primer semestre,8.261162,Administracion de Redes , Fundamentos de Programacion , Fundamentos de Fisica , Cultura y Comunicacion , Administracion de Proyectos de Software,7487.778
330,Maria Córdova Fuentes,18,Av. Municipio Libre N° 40 Portales Oriente,primer semestre,8.925203,Organizacion y Arquitectura de Computadoras , Optativa de Campo de Profundizacion , Programacion Orientada a Objetos , Introduccion a la Economia , Computacion Grafica e Interaccion Humano-Computadora,19306.195
331,Jacqueline Cristina Sosa Jasso,22,Eje Central N° 754 Niños Heroes De Chapultepec,noveno semestre,5.779983,Estructura de Datos y Aalgoritmos II , Matematicas Avanzadas , Robots Movilies , Robots Movilies , Fundamentos de Estadistica,55837.184
332,Jose Román Hernández,22,Av. Emiliano Zapata N° 181 Portales Norte,noveno semestre,5.5432105,Probabilidad , Estructura de Datos y Aalgoritmos I , Introduccion a la Economia , Computacion Grafica e Interaccion Humano-Computadora , Estructuras Discretas,61365.64
333,Daniel Jacqueline Marín Peralta,20,Angel Urraza N° 247 Independencia,quinto semestre,6.2335334,Microcomputadoras , Calculo Integral , Computacion Grafica Avanzada , Mecanica , Sistema de Comunicaciones,4969.091
334,David Flores Vargas,22,Bolivar #190 Obrera Cuauhtemoc D.F.,noveno semestre,7.1065044,Diseña Digital Moderno , Diseña Digital Moderno , Introduccion a la Economia , Administracion de Proyectos de Software , Circuitos Electricos,17822.021
335,Laura Ángela Esquivel Toledo,21,Anillo Periferico 1911,septimo semestre,5.7867093,Computacion Grafica Avanzada , Fundamentos de Programacion , Algebra Lineal , Probabilidad , Algebra,44419.844
336,Hugo Héctor Juárez Maldonado,22,Av. Aztecas No. 221,noveno semestre,9.944321,Calculo Integral , Calculo Integral , Calculo Integral , Optativa de Ciencias Sociales y Humanidades , Base de Datos,214664.8
337,Renata Castillejos Reyes,20,Av. Centenario # 394,quinto semestre,7.6000705,Inteligencia Artificial , Quimica , Microcomputadoras , Circuitos Electricos , Dispositivos Electronicos,26704.354
338,Miguel Peñaloza Toledo,22,Paseo De Lilas 92 Bosques De Las Lomas,noveno semestre,8.082846,Fundamentos de Fisica , Fundamentos de Fisica , Diseño Digital VLSI , Base de Datos , Optativa de Ciencias Sociales y Humanidades,18764.414
339,Andrés Corona Lara,18,Av Periferico Sur 5550 Colonia Pedregal De Carrasco,primer semestre,6.376278,Redaccion y Exposicion de Temas de Ingenieria , Fundamentos de Fisica , Computo Movil , Analisis Numerico , Matematicas Avanzadas,16567.12
340,Fernanda Valeria Romero Hernández,22,Av. Copilco No. 164,noveno semestre,8.876498,Estructura y Programacion de Computadoras , Estructuras Discretas , Probabilidad , Calculo Integral , Lenguajes Formales y Automatas,14106.036
341,Ignacio Esquivel Peñaloza,22,Av. Escuela Naval Militar # 753,noveno semestre,6.7288613,Recursos y Necesidades de Mexico , Estructura de Datos y Aalgoritmos II , Sistemas Operativos , Computacion Grafica e Interaccion Humano-Computadora , Recursos y Necesidades de Mexico,11719.679
342,Maria Sofia Corona Fuentes,18,Av. Centro Comercial No. 190,primer semestre,9.937357,Fundamentos de Sistemas Embebidos , Sistemas Operativos , Sistema de Comunicaciones , Ecuacion Diferenciales , Ecuacion Diferenciales,27551.008
343,Sofia Fernández Román,19,Miguel Angel De Quevedo 175-F Colonia Oxtopulco,tercer semestre,6.3515635,Finanza en la Ingenieria en Computacion , Computo Movil , Sistemas Operativos , Etica Profesional , Etica Profesional,17343.41
344,Juan Marín Díaz,21,Santo Tomas Mz 617 Lt 8 Y 9 Santa Ursula Coapa,septimo semestre,9.671548,Estructura de Datos y Aalgoritmos II , Electricidad y Magnetismo , Compiladores , Fundamentos de Fisica , Fundamentos de Estadistica,284886.47
345,Maria Guadarrama Pérez,22,Xoloc Manz 28 Lote 23 Z1 Adolfo Ruiz Cortines,noveno semestre,6.4948115,Algebra , Electricidad y Magnetismo , Estructura y Programacion de Computadoras , Estructura y Programacion de Computadoras , Probabilidad,14490.025
346,Gerardo Alejandra Guadarrama Sosa,21,Av. Pedro Henriquez Ureña N° 430 Pueblo De Los Reyes,septimo semestre,8.619076,Computacion Grafica Avanzada , Sistemas Distribuciones , Fundamentos de Programacion , Probabilidad , Lenguajes Formales y Automatas,10864.152
347,Gloria Laura Pérez González,22,Calzada Del Hueso N° 960 El Mirador,noveno semestre,6.7529626,Fundamentos de Fisica , Sistemas Operativos , Organizacion y Arquitectura de Computadoras , Calculo y Geometria Analitica , Base de Datos,43308.95
348,Antonio Emiliano Romero Hernández,19,Av. Insurgentes Norte 151 Colonia Guerrero,tercer semestre,9.150073,Seguridad informatica , Ecuacion Diferenciales , Sistemas Distribuciones , Robots Movilies , Sistemas Operativos,74851.414
349,Ana Maria Arenas Fuentes,20,Av. 20 De Noviembre 62 Colonia Centro,quinto semestre,8.631756,Analisis Numerico , Fundamentos de Fisica , Diseño Digital VLSI , Redes de Datos Seguras , Programacion Orientada a Objetos,9271.807
350,Maria Antonio Reyes Córdova,18,Av. Eje Central 20 Colonia Centro,primer semestre,6.895591,Redes de Datos Seguras , Matematicas Avanzadas , Calculo Vectorial , Redaccion y Exposicion de Temas de Ingenieria , Introduccion a la Economia,13485.04
